SVID,PRN,Azimuth,Elevation
95,E25,317.26,30.09
81,E11,238.03,48.37
101,E31,141.45,40.01
84,E14,295.26,39.67
82,E12,19.23,71.27
80,E10,267.34,75.77
106,E36,228.95,1.44
47,R10,207.63,64.39
42,R05,98.29,11.96
46,R09,171.44,24.73
41,R04,50.76,10.11
48,R11,318.19,43.27
58,R21,279.94,43.0
57,R20,9.89,48.0
59,R22,246.58,2.73
226,X226,310.21,59.95
230,X230,54.58,10.37
165,B25,320.14,10.81
159,B19,78.73,19.02
166,B26,195.97,42.44
174,B34,266.39,15.91
162,B22,132.44,17.63
175,B35,41.92,47.98
152,B12,280.48,42.33
164,B24,277.66,50.07
160,B20,36.22,1.71
227,X227,160.68,1.5
179,B39,326.71,2.55
12,G12,258.09,87.92
5,G05,158.77,37.64
24,G24,205.52,14.28
29,G29,293.78,26.54
6,G06,43.94,17.58
25,G25,310.5,54.77
11,G11,35.8,58.1
20,G20,121.81,55.93
19,G19,83.7,7.18
28,G28,314.39,8.52
18,G18,230.9,1.03
94,E24,290.25,84.57
103,E33,43.0,17.72
95,E25,317.26,30.11
81,E11,238.05,48.38
101,E31,141.47,39.99
84,E14,295.28,39.68
82,E12,19.24,71.25
80,E10,267.42,75.78
106,E36,228.96,1.45
47,R10,207.61,64.36
42,R05,98.27,11.97
46,R09,171.45,24.7
41,R04,50.73,10.11
48,R11,318.17,43.29
58,R21,279.98,43.01
57,R20,9.92,47.98
59,R22,246.6,2.74
226,X226,310.25,59.96
230,X230,54.56,10.37
165,B25,320.13,10.83
159,B19,78.71,19.03
166,B26,195.96,42.42
